user_x,user_y,relation
469,708,0.48
469,506,0.9
469,782,0.13
469,880,0.57
469,967,0.71
469,514,0.03
469,757,0.09
469,668,0.51
469,749,0.76
469,481,0.02
470,470,1.0
470,726,0.11
470,531,0.21
470,733,0.96
470,586,0.07
470,988,0.74
470,739,0.42
470,983,0.4
470,626,0.79
470,534,0.4
470,733,0.5
470,782,0.82
470,611,0.46
470,609,0.9
470,836,0.38
470,887,0.2
470,999,0.46
470,833,0.27
470,957,0.81
471,471,1.0
471,786,0.98
471,736,0.33
471,866,0.24
471,489,0.45
471,624,0.44
471,484,0.42
471,528,0.35
471,833,0.97
471,970,0.82
471,901,0.42
471,875,0.15
471,758,0.88
471,955,0.93
471,723,0.81
472,472,1.0
472,590,0.65
473,473,1.0
473,954,0.89
473,784,0.59
473,959,0.83
473,951,0.6
473,942,0.16
473,567,0.57
473,854,0.3
473,620,0.75
473,944,0.0
473,695,0.51
473,627,0.42
473,776,0.98
473,868,0.97
473,532,0.81
473,503,0.4
473,798,0.27
473,721,0.35
473,690,0.14
473,662,0.89
474,474,1.0
474,829,0.68
474,913,0.12
475,475,1.0
475,957,0.56
475,581,0.91
475,836,0.34
475,819,0.47
476,476,1.0
476,738,0.76
476,766,0.85
476,654,0.22
476,555,0.67
476,782,0.66
476,537,0.33
476,910,0.33
476,599,0.42
476,547,0.59
477,477,1.0
477,836,0.42
477,904,0.46
477,531,0.06
477,816,0.54
477,712,0.47
477,981,0.52
477,948,0.57
477,672,0.91
477,583,0.07
477,876,0.36
477,829,0.86
477,601,0.6
477,510,0.97
477,665,0.69
477,903,0.77
478,478,1.0
478,752,0.69
479,479,1.0
479,983,0.15
479,930,0.09
479,860,0.54
479,917,0.49
479,999,0.87
479,959,0.76
479,495,0.81
479,563,0.53
479,703,0.7
479,545,0.38
479,964,0.43
480,480,1.0
480,639,0.29
480,724,0.62
480,660,0.52
480,976,0.16
480,540,0.02
480,685,0.07
480,555,0.25
480,981,0.12
480,676,0.23
480,779,0.53
480,603,0.14
480,778,0.21
480,532,0.82
480,808,0.83
480,842,0.86
480,663,0.94
481,481,1.0
481,983,0.82
481,909,0.1
481,890,0.6
481,816,0.45
481,990,0.91
481,675,0.62
481,957,0.12
481,549,0.52
481,763,0.88
481,671,0.22
481,990,0.92
482,482,1.0
482,813,0.31
482,751,0.17
482,588,0.3
482,770,0.42
482,744,0.47
482,642,0.61
482,950,0.32
482,791,0.73
482,600,0.05
482,783,0.35
482,741,0.37
482,948,0.1
483,483,1.0
483,681,0.03
483,572,0.57
483,698,0.27
483,514,0.27
483,574,0.35
483,885,0.48
483,536,0.94
483,556,0.15
483,523,0.49
483,765,0.06
483,581,0.51
483,657,0.88
484,484,1.0
484,570,0.76
484,680,0.49
484,870,0.87
484,983,0.41
484,619,0.71
484,980,0.01
484,973,0.02
484,681,0.72
485,485,1.0
485,782,0.62
485,815,0.43
485,558,0.78
485,548,0.45
485,995,0.61
486,486,1.0
486,512,0.17
486,623,0.52
486,967,0.06
486,769,0.5
486,780,0.91
486,843,0.76
486,526,0.82
486,570,0.01
486,950,0.56
486,819,0.41
486,498,0.76
486,604,0.56
486,695,0.5
486,869,0.54
486,658,0.25
487,487,1.0
487,497,0.22
487,753,0.34
487,901,0.9
487,956,0.13
487,831,0.9
487,992,0.66
487,518,0.99
487,926,0.71
487,525,0.35
487,621,0.26
488,488,1.0
488,967,0.11
488,865,0.66
488,694,0.15
488,613,0.1
488,941,0.49
488,731,0.56
488,904,0.65
488,929,0.22
488,777,0.12
488,596,0.24
488,673,0.39
488,963,0.52
488,658,0.88
488,666,0.8
488,604,0.91
488,655,0.04
488,637,0.13
488,947,0.87
488,624,0.78
489,489,1.0
489,717,0.22
490,490,1.0
490,669,0.13
490,545,0.23
490,577,0.84
490,529,0.58
490,950,0.88
490,986,0.62
490,710,0.37
490,989,0.38
490,592,0.92
490,885,0.95
490,795,0.03
490,670,0.37
490,654,0.18
490,507,0.33
490,544,0.47
490,815,0.43
490,544,0.4
490,632,0.16
490,505,0.14
490,530,0.27
491,491,1.0
491,967,0.78
491,973,0.78
492,492,1.0
492,857,0.13
492,688,0.73
492,720,0.05
492,618,0.75
492,909,0.27
492,797,0.46
492,882,0.39
492,578,0.3
492,811,0.88
492,794,0.32
492,749,0.31
492,909,0.1
492,645,0.88
492,756,0.92
492,561,0.41
492,626,0.56
492,895,0.56
493,493,1.0
493,742,0.93
493,557,0.53
493,579,0.92
493,537,0.63
493,693,0.61
493,962,0.01
493,562,0.38
493,843,0.65
493,932,0.31
493,669,0.84
493,585,0.78
493,867,0.35
493,702,0.96
493,987,0.28
493,729,0.6
493,806,1.0
493,662,0.96
494,494,1.0
494,535,0.32
494,899,0.05
495,495,1.0
495,614,0.69
495,615,0.72
495,683,0.15
495,676,0.37
495,703,0.72
495,502,0.06
495,691,0.87
495,981,0.66
495,960,0.77
495,646,0.63
495,814,0.01
495,952,0.32
495,617,0.37
495,698,0.29
495,858,0.92
495,936,0.72
495,742,0.75
495,804,0.35
496,496,1.0
496,768,0.65
496,660,0.93
496,819,0.27
496,698,0.27
496,846,0.73
496,934,0.62
496,788,0.71
496,813,0.82
496,976,0.21
496,750,0.63
496,722,0.37
496,726,0.16
496,817,0.98
496,639,0.26
496,729,0.35
497,497,1.0
497,925,0.29
497,967,0.99
497,595,0.07
497,874,0.67
497,686,0.15
497,698,0.95
497,696,0.02
497,562,0.58
497,973,0.93
497,820,0.04
497,964,0.23
497,725,0.25
497,596,0.98
497,592,0.43
497,681,0.03
497,573,0.58
497,872,0.77
497,680,0.94
497,980,0.68
498,498,1.0
498,909,0.2
498,562,0.78
498,658,0.6
498,731,0.63
498,947,0.93
498,754,0.78
498,666,0.52
498,838,0.19
498,563,0.23
498,514,0.73
498,731,0.28
498,606,0.8
498,537,0.04
498,893,0.08
498,670,0.88
498,510,0.44
498,788,0.87
498,703,0.42
498,508,0.6
499,499,1.0
499,816,0.23
499,572,0.71
499,542,0.21
499,513,0.22
499,699,0.31
499,840,0.07
499,803,0.94
499,923,0.97
499,958,0.13
499,777,0.53
499,619,0.46
499,745,0.77
499,844,0.91
499,556,0.25
499,525,0.97
499,924,0.42
499,988,0.1
499,879,0.71
500,500,1.0
500,903,0.48
500,824,0.19
500,554,0.22
500,661,0.72
500,746,0.16
500,794,0.46
500,897,0.06
500,738,0.29
500,878,0.59
501,501,1.0
501,894,0.77
501,898,0.83
501,821,0.7
501,502,0.51
501,741,0.97
501,925,0.65
501,505,0.29
502,502,1.0
502,720,0.23
502,606,0.63
502,999,0.59
502,510,0.64
502,686,0.03
502,709,0.18
502,511,0.15
502,523,0.86
503,503,1.0
503,698,0.09
503,854,1.0
503,737,0.32
503,839,0.55
503,794,0.15
503,587,0.08
503,760,0.31
503,749,0.61
503,759,0.78
503,974,0.65
503,897,0.92
503,821,0.07
503,933,0.79
503,796,0.99
503,772,0.48
503,973,0.68
503,597,0.4
503,615,0.28
504,504,1.0
504,520,0.14
504,905,0.46
504,853,0.58
504,938,0.02
504,529,0.07
504,935,0.15
504,532,0.56
504,982,0.43
504,925,0.71
504,684,0.92
504,898,0.34
504,949,0.97
504,748,0.45
504,537,0.11
504,769,0.49
504,672,0.75
504,562,0.52
504,850,0.58
504,991,0.22
504,664,0.57
505,505,1.0
505,894,0.81
505,563,0.04
505,874,0.06
505,703,0.47
505,650,0.48
505,874,0.37
505,797,0.56
505,508,0.13
505,879,0.25
505,673,0.71
506,506,1.0
506,816,0.25
506,837,0.96
506,637,0.02
507,507,1.0
507,893,0.09
507,731,0.79
507,805,0.2
507,539,0.87
507,555,0.7
507,935,0.62
507,598,0.12
507,981,0.71
507,997,0.18
507,749,0.74
507,697,0.0
507,884,0.78
508,508,1.0
508,643,0.32
508,724,1.0
508,616,0.27
508,890,0.38
508,642,0.75
508,822,0.36
508,667,0.21
508,654,0.9
508,988,0.89
508,804,0.46
508,583,0.46
508,551,0.09
509,509,1.0
509,630,0.43
509,776,0.15
509,824,0.6
509,859,0.71
509,530,0.65
509,642,0.57
509,950,0.23
509,974,0.79
510,510,1.0
510,963,0.72
510,569,0.53
510,632,0.48
510,797,0.28
510,946,0.97
510,709,0.18
510,845,0.81
510,745,0.08
510,891,0.53
510,619,0.9
510,901,0.42
510,896,0.54
510,773,0.53
510,579,0.35
510,554,0.29
511,511,1.0
511,646,0.98
511,684,0.35
511,734,0.21
511,717,0.98
511,646,0.83
511,658,0.31
511,785,0.01
512,512,1.0
512,909,0.62
512,974,0.37
512,630,0.87
512,628,0.91
512,527,0.88
512,932,0.82
512,857,0.76
512,808,0.92
512,573,0.44
512,518,0.48
512,661,0.99
512,724,0.84
512,861,0.53
512,775,0.88
512,635,0.71
512,812,0.53
512,624,0.28
512,530,0.62
513,513,1.0
513,814,0.52
513,813,0.38
513,805,0.79
513,832,0.02
513,665,0.42
513,663,0.3
513,719,0.55
513,850,0.69
513,907,0.23
513,610,0.3
513,930,0.37
513,767,0.35
513,607,0.2
514,514,1.0
514,711,0.75
514,902,0.66
514,863,0.55
514,958,0.52
514,915,0.57
514,723,0.09
514,644,0.01
514,786,0.9
514,744,0.53
514,981,0.06
514,747,0.49
514,554,0.94
514,879,0.82
515,515,1.0
515,617,0.18
515,956,0.07
515,857,0.4
515,998,0.48
515,633,0.51
515,643,0.5
515,538,0.17
515,784,0.0
515,555,0.43
515,856,0.29
515,625,0.91
515,882,0.85
515,628,0.08
515,868,0.96
515,738,0.71
516,516,1.0
516,560,0.47
516,644,0.38
516,789,0.46
516,974,0.42
516,522,0.17
516,864,0.31
516,698,0.17
516,910,0.74
516,819,0.29
516,708,0.55
516,782,0.85
516,685,0.65
516,930,0.23
516,913,0.7
516,913,0.79
516,841,0.45
516,720,0.15
516,729,0.24
516,825,0.21
516,618,0.7
517,517,1.0
517,913,0.77
517,602,0.76
517,898,0.11
517,745,0.88
517,691,0.36
517,951,0.76
517,549,0.17
517,981,0.44
517,733,0.19
518,518,1.0
518,998,0.87
518,831,0.22
518,985,0.87
518,659,0.19
518,590,0.69
518,871,0.83
518,610,0.46
518,868,0.86
518,807,0.31
518,765,0.97
518,747,0.63
518,828,0.1
519,519,1.0
519,528,0.35
519,630,0.23
519,618,0.92
519,924,0.71
519,536,0.69
519,730,0.94
519,547,0.54
519,805,0.33
519,971,0.82
519,819,0.14
519,537,0.85
519,838,0.76
519,520,0.13
519,863,0.54
519,904,0.11
519,964,0.26
519,889,0.22
519,886,0.24
519,585,0.89
520,520,1.0
520,944,0.08
520,723,0.83
520,702,0.88
520,988,0.75
521,521,1.0
521,651,0.47
521,970,0.66
521,767,0.75
521,716,0.71
521,825,0.58
521,957,0.06
521,871,0.77
521,636,0.57
521,914,0.16
521,591,0.76
521,561,0.21
521,757,0.0
521,692,0.46
521,607,0.34
521,720,0.56
521,789,0.39
521,978,0.89
522,522,1.0
522,895,0.1
522,898,0.03
522,701,0.21
522,568,0.77
522,676,0.12
522,999,0.02
522,535,0.02
522,981,0.83
522,568,0.69
522,641,0.3
522,754,0.2
522,838,0.49
522,835,0.77
522,794,0.48
522,626,0.0
523,523,1.0
523,834,0.63
523,980,0.69
523,709,0.88
523,540,0.36
523,806,0.11
523,663,0.39
523,654,0.01
523,915,0.68
523,545,0.5
523,699,0.2
523,717,0.42
523,620,0.9
523,715,0.68
523,808,0.04
523,620,0.33
523,917,0.07
523,755,0.49
523,908,0.9
523,564,0.46
523,957,0.93
524,524,1.0
524,893,0.83
524,819,0.99
524,811,0.53
524,721,0.83
524,917,0.12
525,525,1.0
525,747,0.81
525,544,0.89
525,764,0.89
525,858,0.25
526,526,1.0
526,620,0.19
527,527,1.0
527,615,0.3
527,732,0.07
527,781,0.45
528,528,1.0
528,564,0.63
528,816,0.82
528,536,0.16
528,660,0.49
528,661,0.87
528,676,0.71
528,536,0.74
528,734,0.05
528,691,0.62
529,529,1.0
529,908,0.42
529,661,0.07
529,958,0.74
529,898,0.65
529,822,0.74
529,740,0.08
529,934,0.97
529,701,0.33
529,870,0.48
529,772,0.6
529,706,0.27
529,569,0.67
529,659,0.99
529,709,0.87
529,738,0.61
530,530,1.0
530,731,0.52
530,560,0.45
530,655,0.7
530,691,0.51
530,762,0.11
530,882,0.98
530,546,0.09
531,531,1.0
531,817,0.71
531,777,0.23
531,611,0.17
531,943,0.07
531,634,0.16
531,743,0.72
531,670,0.99
531,807,0.61
531,582,0.08
531,805,0.92
531,893,0.58
531,582,0.48
531,909,0.34
531,574,0.94
531,851,0.59
531,830,0.51
531,913,0.06
531,901,0.66
532,532,1.0
532,853,0.9
532,821,0.53
532,966,0.72
532,898,0.41
532,857,0.15
532,970,0.7
532,742,0.48
532,587,0.64
532,694,0.11
532,817,0.79
532,967,0.53
532,725,0.64
532,722,0.49
532,555,0.66
532,725,0.3
532,910,0.41
532,962,0.29
532,609,0.57
533,533,1.0
533,929,0.7
533,605,0.31
533,755,0.18
533,879,0.59
533,833,0.53
533,971,0.3
533,655,0.49
533,806,0.4
533,737,0.22
533,976,0.07
533,888,0.98
534,534,1.0
534,704,0.84
534,753,0.36
534,875,0.01
534,729,0.87
535,535,1.0
535,595,0.48
535,568,0.21
535,911,0.19
535,590,0.36
535,617,0.69
535,536,0.58
535,962,0.35
535,655,0.81
535,918,0.49
535,609,0.38
535,979,0.28
535,736,0.47
535,915,0.29
535,934,0.5
535,687,0.1
535,950,0.93
535,540,0.25
536,536,1.0
536,942,0.23
536,635,0.67
536,808,0.66
536,780,0.45
536,915,0.25
536,930,0.56
536,672,0.19
536,539,0.63
536,767,0.8
536,908,0.95
536,630,0.67
536,623,0.25
536,787,0.36
536,633,0.34
536,710,0.02
536,929,0.4
537,537,1.0
537,603,0.01
537,937,0.82
537,766,0.24
537,572,0.36
537,614,0.74
538,538,1.0
538,679,0.7
538,633,0.52
538,616,0.08
538,624,0.63
538,710,0.95
538,649,0.01
538,863,0.78
538,548,0.03
538,785,0.5
538,639,0.23
538,796,0.88
538,636,0.02
539,539,1.0
539,747,0.9
539,955,0.87
539,726,0.73
539,750,0.14
539,643,0.1
539,629,0.21
540,540,1.0
540,715,0.68
540,864,0.37
540,708,0.16
540,746,0.75
540,646,0.12
540,725,0.11
540,553,0.68
540,842,0.06
540,606,0.55
540,728,0.67
540,952,0.83
540,702,0.63
540,735,0.59
540,550,0.73
540,771,0.33
541,541,1.0
541,870,0.74
541,785,0.33
541,862,0.12
541,995,0.74
541,647,0.5
542,542,1.0
542,793,0.78
542,770,0.46
542,548,0.38
542,737,0.3
542,635,0.89
542,575,0.77
542,664,0.68
542,600,0.78
542,815,0.07
542,731,0.98
542,701,0.1
542,931,0.74
542,894,0.16
542,685,0.61
543,543,1.0
543,602,0.32
543,878,0.84
543,691,0.53
543,987,0.07
543,777,0.15
543,865,0.9
543,827,0.94
544,544,1.0
544,790,0.17
544,602,0.21
544,683,0.06
544,919,0.59
544,859,0.28
544,706,0.25
544,603,0.94
545,545,1.0
545,985,0.26
545,549,0.99
545,736,0.13
545,951,0.32
545,861,0.94
545,838,0.78
545,828,0.44
545,557,0.45
545,605,0.89
545,698,0.82
545,562,0.92
545,744,0.84
545,887,0.35
545,954,0.87
545,976,0.75
545,991,0.31
545,991,0.76
545,789,0.5
545,914,0.92
545,931,0.79
546,546,1.0
546,989,0.02
546,832,0.54
547,547,1.0
547,582,0.92
547,956,0.65
547,722,0.72
547,794,0.64
547,589,0.45
547,893,0.99
547,901,0.46
548,548,1.0
548,868,0.49
548,786,0.68
548,664,0.52
548,795,0.44
548,644,0.43
548,898,0.3
549,549,1.0
549,847,0.14
549,754,0.26
549,720,0.4
549,618,0.11
549,604,0.57
549,620,0.58
549,947,0.88
549,943,0.52
549,941,0.35
550,550,1.0
550,745,0.67
550,621,0.65
550,642,0.37
550,703,0.1
550,916,0.8
550,729,0.73
550,971,0.43
550,633,0.33
550,992,0.52
550,955,0.35
550,559,0.93
550,644,0.11
551,551,1.0
551,937,0.39
551,820,0.53
551,568,0.09
551,612,0.87
551,602,0.8
551,592,0.85
552,552,1.0
552,724,0.5
553,553,1.0
553,612,0.85
553,778,0.61
553,676,0.38
553,801,0.23
553,701,0.11
553,630,0.18
553,803,0.58
553,780,0.17
553,921,0.69
553,786,0.0
553,801,0.57
553,847,0.43
553,870,0.65
553,974,0.98
553,938,0.29
553,832,0.7
553,748,0.08
554,554,1.0
554,788,0.62
554,633,0.05
554,950,0.09
554,764,0.46
554,940,0.52
554,729,0.93
554,663,0.66
554,786,0.05
554,653,0.71
554,786,0.35
554,748,0.15
554,714,0.15
554,723,0.42
554,603,0.88
555,555,1.0
555,707,0.46
555,949,0.96
555,782,0.15
556,556,1.0
556,985,0.96
556,769,0.4
556,970,0.88
556,714,0.42
556,928,0.64
556,904,0.08
556,837,0.01
556,560,0.51
556,995,0.6
556,619,0.36
556,629,0.25
556,947,0.39
556,864,0.46
556,600,0.58
556,819,0.19
556,627,0.87
556,924,1.0
557,557,1.0
557,914,0.19
557,702,0.19
557,655,0.6
557,812,0.93
557,606,0.77
557,999,0.54
558,558,1.0
558,641,0.63
558,677,0.91
558,700,0.04
558,678,0.58
558,790,0.52
558,791,0.41
558,991,0.36
559,559,1.0
559,758,0.81
559,610,0.02
559,726,0.91
559,798,0.22
559,806,0.81
560,560,1.0
560,681,0.35
560,965,0.89
560,989,0.81
560,948,0.8
560,796,0.92
560,864,0.82
560,969,0.9
561,561,1.0
561,937,0.58
561,983,0.47
561,791,0.16
561,769,0.86
561,725,0.37
561,776,0.65
561,726,0.11
561,864,0.72
561,655,0.48
561,693,0.39
561,752,0.56
562,562,1.0
562,795,0.8
562,983,0.71
562,660,0.11
562,709,0.66
562,790,0.44
562,627,0.18
562,772,0.94
562,699,0.91
562,644,0.66
562,627,0.81
562,610,0.41
562,701,0.87
562,855,0.91
562,728,0.2
562,832,0.51
562,568,0.21
562,995,0.91
562,707,0.19
562,908,0.1
563,563,1.0
563,670,0.22
563,926,0.1
563,745,0.8
564,564,1.0
564,833,0.31
564,770,0.73
564,604,0.12
564,601,0.85
565,565,1.0
565,577,0.9
565,787,0.31
565,738,0.36
565,885,0.17
565,762,0.45
565,746,0.01
565,886,0.97
565,733,0.36
565,570,0.83
565,934,0.42
565,599,0.45
565,982,0.86
565,578,0.07
565,821,0.4
565,750,0.4
565,677,0.81
565,961,0.94
566,566,1.0
566,751,0.06
566,993,0.25
566,567,0.48
566,892,0.13
566,891,0.43
566,963,0.79
566,591,0.36
566,933,0.12
566,825,0.58
566,772,0.98
566,802,0.16
566,995,0.69
566,995,0.6
566,974,0.59
567,567,1.0
567,942,0.21
567,687,0.46
567,597,0.04
567,683,0.78
567,969,0.56
567,820,0.19
567,611,0.11
568,568,1.0
568,915,0.91
568,818,0.78
568,973,0.06
568,970,0.93
568,822,0.82
568,984,0.65
568,633,0.27
568,628,0.39
568,618,0.82
568,703,0.98
568,876,0.99
568,646,0.79
568,720,0.26
568,836,0.23
568,806,0.01
568,939,0.71
568,891,0.3
568,962,0.11
569,569,1.0
569,755,0.41
569,878,0.72
569,692,0.96
569,773,0.84
569,749,0.78
569,887,0.19
569,597,0.48
569,658,0.1
569,660,0.94
569,911,0.8
569,840,0.74
569,606,0.31
569,677,0.61
569,604,0.86
569,866,0.02
569,903,0.9
569,678,0.79
569,907,0.59
570,570,1.0
570,753,0.54
570,682,0.56
570,611,0.42
570,990,0.0
570,976,0.09
570,610,0.26
570,602,0.98
570,988,0.19
570,927,0.56
570,794,0.68
570,636,0.38
570,873,0.9
570,820,0.46
571,571,1.0
571,996,0.83
571,581,0.2
571,903,0.69
571,729,0.9
571,892,0.62
572,572,1.0
572,624,0.76
572,888,0.44
572,963,0.35
572,920,0.66
572,845,0.38
572,973,0.41
572,702,0.57
572,877,0.21
573,573,1.0
573,650,0.47
573,931,0.27
574,574,1.0
574,795,0.16
575,575,1.0
575,938,0.58
575,777,0.21
575,959,0.33
575,673,0.41
575,844,0.76
575,719,0.1
575,857,0.04
575,713,0.61
575,897,0.5
575,657,0.61
575,664,0.99
575,903,0.2
575,728,0.53
576,576,1.0
576,886,0.94
576,809,0.33
576,868,0.25
576,853,0.25
576,828,0.18
576,863,0.89
577,577,1.0
577,906,0.84
577,713,0.68
577,841,0.89
577,827,0.72
577,921,0.65
577,917,0.45
577,654,0.82
577,600,0.48
577,862,0.29
577,586,0.69
577,944,0.39
577,843,0.56
577,844,0.7
578,578,1.0
578,609,0.28
578,925,0.89
578,906,0.8
578,837,0.83
578,913,0.6
578,874,0.73
578,756,0.4
578,584,0.79
578,643,0.46
578,678,0.76
578,968,0.89
578,654,0.07
578,750,0.39
578,593,0.98
578,729,0.01
579,579,1.0
579,883,0.18
579,950,0.61
579,865,0.73
579,706,0.79
579,664,0.28
579,945,0.33
579,842,0.06
580,580,1.0
580,740,0.94
580,856,0.83
580,656,0.3
580,604,0.04
580,677,0.58
580,951,0.31
580,925,0.56
580,871,0.3
581,581,1.0
581,641,0.06
581,838,0.59
581,973,0.81
581,627,0.01
581,934,0.6
581,802,0.7
581,647,0.98
581,716,0.19
581,583,0.28
581,654,0.08
581,740,0.24
582,582,1.0
582,742,0.43
582,677,0.62
582,853,0.27
582,992,0.12
582,706,0.54
582,768,0.21
582,923,0.62
582,671,0.9
582,622,0.66
582,985,0.63
582,847,0.12
582,714,0.09
582,803,0.67
582,881,0.56
582,687,0.79
582,760,0.14
582,766,0.4
582,764,0.02
583,583,1.0
583,655,0.03
583,682,0.98
583,619,0.77
583,723,0.41
583,802,0.63
583,622,0.85
583,696,0.64
583,969,0.1
584,584,1.0
584,792,0.88
584,716,0.49
584,898,0.15
584,643,0.11
584,750,0.86
584,824,0.5
584,706,0.05
584,843,0.54
585,585,1.0
585,630,0.14
585,770,0.43
585,823,0.88
585,830,0.19
585,588,0.49
585,772,0.5
585,653,0.65
585,674,0.99
585,757,0.86
585,962,0.74
585,742,0.07
585,831,0.09
586,586,1.0
586,670,0.58
586,587,0.73
586,588,0.4
586,807,0.07
586,963,0.5
586,965,0.48
586,935,0.39
586,990,0.09
586,721,0.82
586,964,0.96
586,947,0.56
586,911,0.53
586,941,0.34
586,858,0.37
587,587,1.0
587,701,0.88
587,961,0.85
587,588,0.93
587,970,0.79
587,909,0.11
587,758,0.6
588,588,1.0
588,608,0.26
588,612,0.78
588,941,0.77
588,598,0.64
588,684,0.87
589,589,1.0
589,777,0.66
589,734,0.58
589,861,0.07
590,590,1.0
591,591,1.0
591,841,0.06
591,834,0.96
591,671,0.41
591,875,0.67
591,826,0.71
591,672,0.43
591,843,0.52
591,784,1.0
591,751,0.57
591,616,0.53
591,863,0.99
591,594,0.05
591,796,0.94
591,906,0.5
591,709,0.76
591,846,0.38
591,994,0.65
591,717,0.78
591,656,1.0
592,592,1.0
592,1000,0.86
592,900,0.76
592,652,0.98
592,621,0.15
592,949,0.17
592,918,0.29
592,661,0.85
592,985,0.32
592,830,0.46
592,740,0.86
592,801,0.84
592,667,0.59
593,593,1.0
593,760,0.51
593,944,0.9
593,640,0.85
593,663,0.17
593,802,0.67
593,820,0.27
593,938,0.87
593,835,0.29
593,795,0.68
593,768,0.6
593,871,0.69
593,620,0.43
593,851,0.09
593,788,0.51
593,922,0.3
593,988,0.63
593,877,0.48
593,724,0.68
594,594,1.0
594,819,0.97
594,695,0.86
594,709,0.27
594,831,0.41
594,958,0.28
594,664,0.23
594,837,0.0
594,787,0.76
594,699,0.45
594,722,0.44
594,685,0.95
594,711,0.83
594,746,0.48
594,874,0.97
594,621,0.61
594,657,0.92
594,816,0.88
595,595,1.0
595,942,0.71
595,973,0.23
595,735,0.24
595,970,0.73
595,604,0.39
595,836,0.91
595,773,0.39
595,858,0.95
595,760,0.28
595,804,0.34
595,798,0.72
595,886,0.75
595,772,0.35
596,596,1.0
596,856,0.95
596,952,0.32
596,840,0.43
596,824,0.6
596,969,0.12
597,597,1.0
597,609,0.54
597,839,0.59
597,987,0.62
597,942,0.81
597,942,0.36
597,916,0.05
597,795,0.28
597,860,0.39
598,598,1.0
598,967,0.58
598,838,0.81
598,927,0.86
598,974,0.74
598,911,0.69
598,821,0.31
598,611,0.07
598,862,1.0
598,684,0.6
598,860,0.62
599,599,1.0
599,720,0.82
599,900,0.01
599,952,0.25
599,874,0.45
599,877,0.14
599,651,0.48
599,948,0.07
599,614,0.63
599,715,0.76
599,748,0.27
599,715,0.15
599,935,0.33
599,788,0.59
599,656,0.85
599,931,0.53
599,885,0.21
599,813,0.51
600,600,1.0
600,791,0.79
600,643,0.53
600,648,0.83
600,947,0.39
600,788,0.74
600,819,0.48
600,812,0.71
600,607,0.84
600,938,0.54
600,611,0.53
600,702,0.19
600,962,0.44
600,802,1.0
601,601,1.0
601,743,0.07
601,768,0.76
601,870,0.96
601,970,0.97
602,602,1.0
602,991,0.79
602,698,0.12
602,940,0.78
602,910,0.91
603,603,1.0
603,697,0.36
603,817,0.23
603,676,0.44
603,695,0.8
603,905,0.6
603,921,0.3
603,929,0.08
603,668,0.78
603,857,0.37
603,898,0.77
603,770,0.91
604,604,1.0
604,985,0.34
604,767,0.82
604,715,0.87
604,732,0.21
604,682,0.84
605,605,1.0
605,833,0.93
605,830,0.97
605,675,0.42
605,775,0.63
605,881,0.26
605,992,0.43
605,886,0.29
605,848,0.11
605,652,0.04
605,863,0.39
605,800,0.54
605,642,0.96
606,606,1.0
606,893,0.04
606,974,0.21
607,607,1.0
607,1000,0.69
607,715,0.99
607,994,0.55
607,693,0.61
607,854,0.37
607,770,0.06
607,981,0.74
607,774,0.54
607,750,0.12
607,887,0.05
607,636,0.54
607,726,0.07
607,751,0.05
607,996,0.87
607,726,0.4
607,680,0.77
607,745,0.83
607,652,0.18
607,972,0.78
607,949,0.36
608,608,1.0
609,609,1.0
609,816,0.52
609,770,0.11
609,626,0.96
609,625,0.65
609,891,0.56
609,860,0.16
609,959,0.0
609,894,0.35
609,918,0.84
609,788,0.61
609,710,0.03
609,854,0.3
609,801,0.04
609,846,0.94
609,953,0.17
609,956,0.99
609,654,0.4
610,610,1.0
610,923,0.35
610,904,0.16
610,931,0.92
610,780,0.27
610,765,0.47
610,699,0.47
610,915,0.44
610,660,0.7
610,878,0.11
610,718,0.93
610,988,0.82
610,843,0.97
610,863,0.63
610,781,0.49
610,825,0.9
610,910,0.07
611,611,1.0
611,918,0.08
611,915,0.01
611,690,0.29
611,952,0.82
611,715,0.71
611,948,0.29
611,873,0.83
611,878,0.22
611,820,0.69
611,969,0.59
611,688,0.37
611,890,0.08
612,612,1.0
612,806,0.07
612,642,0.9
612,930,0.79
612,872,0.56
612,649,0.83
612,906,0.64
612,798,0.1
612,711,0.38
612,966,0.74
612,946,0.63
613,613,1.0
613,791,0.2
613,676,0.52
613,810,0.4
613,938,0.77
613,880,0.66
613,718,0.14
613,635,0.97
613,615,0.92
613,820,0.87
613,841,0.73
613,653,0.1
613,841,0.08
613,866,0.12
613,715,0.97
614,614,1.0
614,902,0.28
614,881,0.26
614,713,0.75
614,776,0.0
614,651,0.11
614,903,0.58
614,656,0.72
615,615,1.0
615,952,0.46
615,623,0.33
615,986,0.42
615,943,0.42
615,871,0.74
615,838,0.84
615,677,0.36
615,912,0.87
615,935,0.15
615,689,0.24
615,968,0.97
616,616,1.0
616,916,0.92
616,790,0.43
616,830,0.58
616,628,0.37
616,729,0.42
616,794,0.69
616,771,0.49
616,970,0.74
616,774,0.79
616,948,0.58
616,834,0.76
617,617,1.0
617,853,0.78
617,911,0.51
617,685,0.34
617,954,0.31
617,991,0.25
617,650,0.33
617,775,0.94
617,620,0.26
617,840,0.85
617,671,0.13
617,867,0.41
618,618,1.0
618,837,0.07
618,646,0.99
618,951,0.48
618,929,0.4
618,774,0.01
618,717,0.65
618,922,0.54
618,750,0.81
618,786,0.49
618,676,0.46
618,970,0.31
